CAxisLocation_0,CAxisLocation_1,CAxisLocation_2
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.4696129,-0.14835206,0.87031913
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
0.79966217,0.28036413,0.53097677
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
0.79966217,0.28036413,0.53097677
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
-0.268792,0.91142982,0.31152302
