CAxisLocation_0,CAxisLocation_1,CAxisLocation_2
0.60045862,-0.7788927,0.18104009
0.60045862,-0.7788927,0.18104009
0.60045862,-0.7788927,0.18104009
0.60045862,-0.7788927,0.18104009
0.60045862,-0.7788927,0.18104009
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.60045862,-0.7788927,0.18104009
0.60045862,-0.7788927,0.18104009
0.60045862,-0.7788927,0.18104009
0.60045862,-0.7788927,0.18104009
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.60045862,-0.7788927,0.18104009
0.60045862,-0.7788927,0.18104009
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.50592154,0.72588074,0.46598351
0.50592154,0.72588074,0.46598351
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
0.94894123,-0.23242176,0.2132856
